MONTH,Year,DISEASE,GENDER,NATIONALITY,AGE_GROUP,Detected Cases
02,2013,Diabetes,Female,Moroccan,70+,1
06,2017,Obesity,Female,French,30-39,1
05,2020,Diabetes,Male,Israeli,60-69,1
05,2020,Nash,Male,Israeli,60-69,1
08,2020,Dyslipidemia,Male,Israeli,60-69,1
12,2018,Diabetes,Male,Bilorussian,70+,1
12,2018,Hypertension,Male,Bilorussian,70+,1
10,2019,CKD,Male,Bilorussian,70+,1
10,2019,Heart disease,Male,Bilorussian,70+,1
06,2015,Diabetes,Female,Indu,30-39,1
07,2010,Obesity,Female,Rumanian,70+,1
10,2010,CKD,Female,Rumanian,70+,1
10,2010,Hypertension,Female,Rumanian,70+,2
12,2013,Heart disease,Female,Rumanian,70+,1
11,2018,CKD,Male,Bilorussian,70+,1
12,2018,Heart disease,Male,Egyptian,40-49,1
05,2015,Heart disease,Female,Polonian,70+,1
12,2015,CKD,Male,Algerian,60-69,1
02,2015,Heart disease,Male,Kazakh,70+,1
03,2018,Hypertension,Female,Polonian,30-39,1
06,2015,CKD,Male,Ethiopian,30-39,1
06,2015,Nash,Male,Ethiopian,30-39,1
04,2009,Dyslipidemia,Female,Indu,40-49,1
08,2010,Nash,Female,Indu,40-49,1
08,2010,Obesity,Female,Indu,40-49,1
01,2016,Heart disease,Female,Moroccan,50-59,1
04,2016,Dyslipidemia,Male,South African,50-59,1
12,2018,Obesity,Male,Russian,70+,1
11,2012,Heart disease,Male,French,60-69,2
05,2013,Dyslipidemia,Male,French,60-69,1
01,2018,CKD,Male,French,60-69,1
01,2018,Hypertension,Male,French,60-69,1
06,2020,Diabetes,Male,French,60-69,1
05,2018,Dyslipidemia,Female,Yemeni,70+,1
05,2018,Diabetes,Female,Yemeni,70+,1
05,2018,Obesity,Female,Yemeni,70+,1
02,2013,Diabetes,Female,Bulgarian,30-39,1
02,2013,Obesity,Female,Bulgarian,30-39,1
02,2012,Dyslipidemia,Male,Turkish,60-69,1
02,2012,Diabetes,Male,Turkish,60-69,1
02,2012,Hypertension,Male,Turkish,60-69,1
03,2014,Hypertension,Female,Iraqui,70+,1
03,2018,Dyslipidemia,Male,Bulgarian,70+,1
11,2015,CKD,Female,Ethiopian,60-69,1
01,2012,Heart disease,Female,Ethiopian,50-59,1
09,2012,CKD,Male,German,70+,1
09,2012,Heart disease,Male,German,70+,2
09,2012,Hypertension,Male,German,70+,1
10,2013,Dyslipidemia,Male,German,70+,1
06,2013,Obesity,Male,Egyptian,60-69,1
07,2015,Diabetes,Female,English,60-69,1
09,2016,CKD,Male,Moroccan,60-69,1
07,2015,CKD,Female,Moroccan,70+,1
07,2015,Hypertension,Female,Moroccan,70+,1
09,2015,Diabetes,Male,Uzbek,70+,1
09,2015,CKD,Male,Uzbek,70+,1
09,2015,Heart disease,Male,Uzbek,70+,1
09,2015,Hypertension,Male,Uzbek,70+,1
04,2017,CKD,Male,French,70+,1
06,2013,Dyslipidemia,Male,Israeli,40-49,1
10,2021,Diabetes,Female,Israeli,50-59,1
12,2012,Heart disease,Female,French,50-59,1
02,2014,CKD,Female,Israeli,30-39,1
09,2010,Heart disease,Male,Egyptian,60-69,1
04,2011,CKD,Male,Egyptian,60-69,1
09,2020,Dyslipidemia,Male,Egyptian,60-69,1
03,2018,CKD,Male,Ucranian,60-69,4
01,2009,Diabetes,Male,Argentinian,60-69,1
04,2009,CKD,Male,Argentinian,60-69,1
04,2009,Hypertension,Male,Argentinian,60-69,1
08,2015,Dyslipidemia,Male,Argentinian,60-69,1
04,2017,Hypertension,Female,Israeli,40-49,1
05,2010,Dyslipidemia,Female,Israeli,30-39,1
12,2009,Diabetes,Male,Bilorussian,70+,1
12,2009,Heart disease,Male,Bilorussian,70+,1
04,2010,CKD,Male,Bilorussian,70+,1
04,2010,Hypertension,Male,Bilorussian,70+,1
09,2015,Nash,Male,Rumanian,50-59,1
01,2013,Diabetes,Female,Iranian,30-39,1
08,2019,CKD,Female,Russian,70+,1
05,2016,Heart disease,Female,Israeli,30-39,2
09,2015,Heart disease,Male,English,70+,1
08,2020,Hypertension,Female,Israeli,50-59,3
04,2014,Heart disease,Female,Israeli,40-49,2
01,2009,Hypertension,Female,Israeli,20-29,1
10,2016,Nash,Female,Israeli,20-29,1
06,2013,CKD,Female,Moroccan,30-39,1
06,2013,Hypertension,Female,Moroccan,30-39,1
06,2013,Nash,Female,Moroccan,30-39,1
05,2014,Diabetes,Female,Moroccan,30-39,1
04,2016,Dyslipidemia,Female,Moroccan,30-39,1
04,2016,Obesity,Female,Moroccan,30-39,1
12,2009,Dyslipidemia,Female,Uzbek,70+,1
06,2009,CKD,Male,Russian,40-49,1
06,2009,Nash,Male,Russian,40-49,1
01,2018,Nash,Female,Moroccan,60-69,1
11,2018,Dyslipidemia,Female,Moroccan,30-39,1
10,2012,Diabetes,Female,Yemeni,40-49,1
06,2012,Heart disease,Female,German,60-69,1
06,2012,Diabetes,Female,German,60-69,1
06,2012,Obesity,Female,German,60-69,1
08,2013,CKD,Female,Ucranian,60-69,1
08,2013,Diabetes,Female,Ucranian,60-69,1
07,2016,Dyslipidemia,Female,Ucranian,60-69,1
05,2012,Heart disease,Female,Rumanian,20-29,1
10,2012,Diabetes,Male,Iranian,60-69,1
10,2013,Heart disease,Male,Iranian,60-69,1
10,2013,Hypertension,Male,Iranian,60-69,1
06,2020,Nash,Female,Israeli,50-59,1
10,2015,Heart disease,Female,South African,70+,1
10,2010,Hypertension,Female,Russian,60-69,1
06,2013,Diabetes,Female,Indu,60-69,1
08,2014,Obesity,Female,French,20-29,1
04,2019,CKD,Male,Israeli,40-49,2
04,2019,Heart disease,Male,Israeli,40-49,1
08,2019,Dyslipidemia,Female,Moroccan,70+,1
08,2012,Heart disease,Male,Russian,40-49,1
12,2012,CKD,Male,Russian,50-59,1
03,2013,Heart disease,Male,Russian,50-59,1
07,2015,Diabetes,Male,Iranian,50-59,1
06,2015,Dyslipidemia,Male,Uzbek,30-39,1
07,2015,Heart disease,Male,Uzbek,30-39,1
06,2016,Hypertension,Male,Uzbek,30-39,1
09,2018,Diabetes,Female,Bilorussian,60-69,1
09,2018,Dyslipidemia,Female,Bilorussian,60-69,1
09,2018,Heart disease,Female,Bilorussian,60-69,2
01,2015,Heart disease,Male,Iraqui,50-59,1
01,2015,Nash,Male,Iraqui,50-59,1
01,2015,Obesity,Male,Iraqui,50-59,2
06,2015,Nash,Male,Yemeni,60-69,1
10,2017,Dyslipidemia,Male,Yemeni,60-69,1
04,2009,Hypertension,Female,Iraqui,30-39,1
06,2009,Dyslipidemia,Female,Iraqui,30-39,2
07,2009,Heart disease,Female,Iraqui,30-39,1
07,2012,Dyslipidemia,Female,Turkish,50-59,1
03,2018,Diabetes,Female,Kazakh,70+,1
03,2018,CKD,Female,Kazakh,70+,1
03,2018,Dyslipidemia,Female,Kazakh,70+,1
03,2018,Hypertension,Female,Kazakh,70+,1
03,2018,Dyslipidemia,Female,United States,20-29,1
04,2018,Diabetes,Female,United States,20-29,1
04,2018,Obesity,Female,United States,20-29,1
02,2019,CKD,Male,Turkish,60-69,1
02,2019,Hypertension,Male,Turkish,60-69,1
02,2019,Dyslipidemia,Male,Turkish,60-69,1
04,2009,Dyslipidemia,Female,Rumanian,40-49,1
08,2013,Heart disease,Female,Rumanian,40-49,1
02,2014,Obesity,Female,Rumanian,40-49,1
05,2018,Diabetes,Male,Iraqui,70+,2
05,2018,CKD,Male,Iraqui,70+,1
05,2018,Dyslipidemia,Male,Iraqui,70+,1
05,2018,Hypertension,Male,Iraqui,70+,1
09,2015,CKD,Female,United States,70+,1
09,2015,Heart disease,Female,United States,70+,1
08,2009,Dyslipidemia,Male,Moroccan,60-69,2
09,2013,Diabetes,Male,Moroccan,60-69,1
02,2011,Obesity,Male,Israeli,70+,1
03,2013,Hypertension,Female,Israeli,50-59,1
12,2012,Diabetes,Male,Turkish,50-59,1
11,2010,Obesity,Female,Moroccan,40-49,1
11,2010,Nash,Female,Moroccan,40-49,1
05,2021,Nash,Male,Israeli,40-49,1
09,2015,Diabetes,Male,German,50-59,1
09,2015,Heart disease,Male,German,50-59,1
07,2016,CKD,Male,German,50-59,1
09,2009,CKD,Female,Rumanian,30-39,1
09,2009,Diabetes,Female,Rumanian,30-39,1
09,2009,Hypertension,Female,Rumanian,30-39,1
09,2009,Obesity,Female,Rumanian,30-39,1
01,2018,Dyslipidemia,Female,Rumanian,30-39,1
04,2020,Heart disease,Female,Rumanian,30-39,1
04,2020,Nash,Female,Rumanian,30-39,1
01,2015,Heart disease,Female,Rumanian,70+,2
06,2017,Hypertension,Female,Rumanian,70+,1
05,2011,CKD,Male,Moroccan,70+,1
05,2018,Nash,Male,Russian,70+,1
02,2019,CKD,Male,Russian,70+,1
05,2013,Diabetes,Male,United States,60-69,1
05,2013,Obesity,Male,United States,60-69,1
12,2018,CKD,Female,Hungarian,70+,1
12,2018,Dyslipidemia,Female,Hungarian,70+,1
12,2018,Diabetes,Female,Hungarian,70+,1
12,2018,Hypertension,Female,Hungarian,70+,1
04,2019,Heart disease,Female,Hungarian,70+,1
02,2015,Nash,Male,Rumanian,50-59,1
12,2009,Heart disease,Female,Egyptian,40-49,1
08,2012,CKD,Female,United States,70+,1
08,2012,Hypertension,Female,United States,70+,1
01,2018,CKD,Female,Iraqui,20-29,1
05,2009,CKD,Female,Moroccan,60-69,1
02,2017,Dyslipidemia,Male,United States,70+,1
02,2017,Heart disease,Male,United States,70+,1
05,2017,CKD,Male,United States,70+,1
05,2017,CKD,Male,French,40-49,1
05,2017,Dyslipidemia,Male,French,40-49,1
10,2018,Dyslipidemia,Female,Georgian,60-69,1
10,2018,Hypertension,Female,Georgian,60-69,1
03,2018,Hypertension,Male,Ucranian,60-69,2
11,2015,Diabetes,Male,Argentinian,30-39,1
10,2016,Dyslipidemia,Male,Argentinian,30-39,1
03,2019,Dyslipidemia,Male,Libyan,60-69,1
03,2018,Nash,Male,Ethiopian,70+,1
10,2014,Hypertension,Female,Israeli,40-49,3
08,2012,Diabetes,Male,Algerian,70+,1
08,2012,CKD,Male,Algerian,70+,1
01,2015,Hypertension,Male,Algerian,70+,1
11,2009,Diabetes,Female,Iranian,70+,1
11,2009,CKD,Female,Iranian,70+,1
11,2009,Heart disease,Female,Iranian,70+,1
11,2009,Hypertension,Female,Iranian,70+,1
04,2017,CKD,Male,Sirian,60-69,1
04,2017,Dyslipidemia,Male,Sirian,60-69,1
04,2017,Hypertension,Male,Sirian,60-69,1
08,2016,Dyslipidemia,Female,English,70+,1
02,2017,Heart disease,Female,English,70+,1
09,2018,Dyslipidemia,Male,Rumanian,40-49,1
09,2018,Diabetes,Male,Rumanian,40-49,1
11,2016,Diabetes,Male,Rumanian,50-59,1
11,2016,Dyslipidemia,Male,Rumanian,50-59,1
11,2016,Obesity,Male,Rumanian,50-59,1
12,2015,Heart disease,Female,Ucranian,20-29,1
06,2014,Dyslipidemia,Female,Kazakh,30-39,1
12,2018,Nash,Male,Russian,50-59,1
12,2020,Diabetes,Female,Israeli,20-29,2
12,2020,Obesity,Female,Israeli,20-29,2
10,2015,Nash,Male,French,60-69,1
04,2017,CKD,Female,Moldavian,40-49,1
01,2012,Diabetes,Male,Algerian,70+,2
01,2012,Dyslipidemia,Male,Algerian,70+,1
01,2012,Heart disease,Male,Algerian,70+,3
04,2015,Dyslipidemia,Female,Yemeni,70+,1
07,2020,Hypertension,Female,Israeli,50-59,1
05,2014,Diabetes,Male,Polonian,40-49,1
05,2015,Diabetes,Male,Yemeni,50-59,1
05,2015,Heart disease,Male,Yemeni,50-59,1
02,2017,Dyslipidemia,Male,Yemeni,50-59,1
11,2020,CKD,Male,Yemeni,50-59,1
11,2020,Hypertension,Male,Yemeni,50-59,1
04,2012,CKD,Male,French,70+,1
11,2012,Nash,Male,United States,60-69,1
04,2013,Obesity,Male,United States,60-69,1
06,2013,CKD,Male,United States,60-69,1
06,2013,Dyslipidemia,Male,United States,60-69,1
06,2013,Heart disease,Male,United States,60-69,1
05,2011,Diabetes,Female,French,40-49,1
05,2011,CKD,Female,French,40-49,1
05,2011,Hypertension,Female,French,40-49,1
07,2012,Dyslipidemia,Female,French,40-49,1
11,2012,Heart disease,Female,French,40-49,1
07,2012,Diabetes,Male,Ucranian,70+,1
09,2012,Dyslipidemia,Female,Israeli,10-19,1
09,2012,Diabetes,Female,Israeli,10-19,1
12,2019,CKD,Female,Iranian,50-59,1
01,2020,Diabetes,Female,Iranian,50-59,1
01,2020,Hypertension,Female,Iranian,50-59,1
01,2020,Obesity,Female,Iranian,50-59,1
12,2009,Dyslipidemia,Male,Turkish,60-69,1
12,2009,Diabetes,Male,Turkish,60-69,1
03,2009,Hypertension,Male,United States,50-59,2
10,2010,Heart disease,Male,United States,50-59,1
08,2018,CKD,Male,Ucranian,40-49,1
02,2017,Dyslipidemia,Male,Israeli,30-39,1
06,2012,Heart disease,Male,Libyan,60-69,1
05,2013,Obesity,Female,United States,40-49,1
02,2019,Nash,Female,Israeli,30-39,1
12,2009,Diabetes,Female,Russian,50-59,1
02,2010,CKD,Female,Ucranian,70+,1
02,2010,Heart disease,Female,Ucranian,70+,1
02,2010,Hypertension,Female,Ucranian,70+,1
12,2010,Hypertension,Female,Israeli,40-49,1
04,2015,CKD,Male,Polonian,70+,1
07,2015,CKD,Male,Ucranian,30-39,1
07,2015,Heart disease,Male,Ucranian,30-39,1
07,2015,Hypertension,Male,Ucranian,30-39,1
07,2015,Obesity,Male,Ucranian,30-39,1
07,2009,CKD,Male,Egyptian,50-59,1
11,2018,Dyslipidemia,Male,Egyptian,50-59,1
02,2020,Nash,Male,Egyptian,50-59,1
11,2019,Dyslipidemia,Female,Moroccan,60-69,1
11,2019,Diabetes,Female,Moroccan,60-69,1
05,2018,CKD,Male,Ucranian,50-59,1
06,2009,Dyslipidemia,Male,Ucranian,30-39,1
02,2012,CKD,Male,South African,60-69,1
02,2012,Heart disease,Male,South African,60-69,1
12,2011,Diabetes,Male,Russian,50-59,1
01,2015,Heart disease,Male,Russian,50-59,1
01,2018,Diabetes,Female,Russian,50-59,1
01,2018,Obesity,Female,Russian,50-59,1
01,2014,Nash,Female,Israeli,30-39,1
03,2012,Nash,Male,Ucranian,50-59,1
02,2009,Heart disease,Male,Libyan,50-59,1
02,2012,Diabetes,Male,Moldavian,70+,1
02,2012,Heart disease,Male,Moldavian,70+,1
02,2015,Heart disease,Male,Tunisian,60-69,1
04,2019,CKD,Male,Tunisian,60-69,1
03,2015,Diabetes,Male,English,60-69,1
02,2016,CKD,Male,English,60-69,1
02,2016,Heart disease,Male,English,60-69,1
02,2016,Hypertension,Male,English,60-69,1
11,2016,Dyslipidemia,Male,English,60-69,1
10,2018,Diabetes,Female,German,70+,1
10,2018,Hypertension,Female,German,70+,1
10,2018,Obesity,Female,German,70+,1
08,2015,CKD,Female,Argentinian,70+,1
08,2015,Diabetes,Female,Argentinian,70+,2
08,2015,Hypertension,Female,Argentinian,70+,1
07,2019,CKD,Female,Rumanian,60-69,1
07,2018,Dyslipidemia,Male,Algerian,40-49,1
06,2011,Heart disease,Male,Moroccan,60-69,1
06,2011,Dyslipidemia,Male,Moroccan,60-69,1
09,2014,Obesity,Male,Israeli,30-39,2
08,2015,CKD,Female,Moroccan,60-69,1
08,2015,Heart disease,Female,Moroccan,60-69,2
01,2015,Diabetes,Male,French,60-69,1
01,2015,Obesity,Male,French,60-69,1
01,2015,Dyslipidemia,Male,French,60-69,2
01,2015,Heart disease,Male,French,60-69,1
08,2009,Heart disease,Female,Indu,40-49,1
08,2012,CKD,Male,Argentinian,50-59,1
05,2009,Diabetes,Female,Argentinian,70+,1
08,2012,Diabetes,Female,German,70+,1
08,2015,Dyslipidemia,Male,Libyan,50-59,1
08,2015,Heart disease,Male,Libyan,50-59,1
08,2015,Obesity,Male,Libyan,50-59,1
12,2013,CKD,Male,Russian,30-39,1
12,2013,Heart disease,Male,Russian,30-39,1
12,2013,Nash,Male,Russian,30-39,1
10,2013,CKD,Male,Sirian,60-69,1
10,2013,Dyslipidemia,Male,Sirian,60-69,1
12,2013,Hypertension,Male,Sirian,60-69,2
10,2017,Nash,Male,Sirian,60-69,1
03,2018,Dyslipidemia,Female,Rumanian,40-49,1
04,2010,Hypertension,Female,Iranian,70+,1
07,2013,Hypertension,Female,Israeli,50-59,1
08,2012,Obesity,Male,Moroccan,40-49,1
02,2012,Diabetes,Male,Russian,50-59,1
03,2016,Diabetes,Male,Israeli,40-49,2
08,2009,Dyslipidemia,Male,Ucranian,60-69,2
03,2018,Dyslipidemia,Male,Kazakh,70+,1
09,2018,CKD,Female,German,70+,1
09,2013,Dyslipidemia,Female,Israeli,30-39,1
10,2018,CKD,Female,Ethiopian,60-69,1
10,2018,Hypertension,Female,Ethiopian,60-69,1
10,2018,Heart disease,Female,Indu,70+,1
10,2018,Hypertension,Female,Indu,70+,1
05,2015,Heart disease,Female,Moroccan,30-39,1
11,2012,Obesity,Female,Iranian,50-59,1
01,2013,CKD,Female,Iranian,50-59,1
05,2014,Dyslipidemia,Female,Iranian,50-59,1
06,2015,Dyslipidemia,Female,Rumanian,70+,1
06,2009,Heart disease,Male,Argentinian,60-69,1
06,2009,Obesity,Male,Argentinian,60-69,1
12,2009,Dyslipidemia,Male,Argentinian,60-69,2
03,2012,Nash,Male,Argentinian,60-69,1
09,2017,Diabetes,Male,Argentinian,60-69,1
10,2017,Dyslipidemia,Female,Iraqui,60-69,1
10,2017,Heart disease,Female,Iraqui,60-69,1
10,2017,Hypertension,Female,Iraqui,60-69,1
07,2015,CKD,Male,Rumanian,50-59,1
07,2018,Dyslipidemia,Male,French,60-69,2
07,2009,Dyslipidemia,Female,Indu,60-69,1
06,2021,Obesity,Male,Israeli,20-29,1
11,2018,Diabetes,Male,Polonian,70+,2
11,2018,Obesity,Male,Polonian,70+,1
10,2016,Dyslipidemia,Female,Polonian,60-69,1
09,2009,CKD,Female,Indu,70+,2
09,2009,Hypertension,Female,Indu,70+,1
04,2010,Heart disease,Male,Ethiopian,70+,1
04,2010,Obesity,Male,Ethiopian,70+,1
07,2018,Nash,Male,Argentinian,70+,1
10,2015,CKD,Male,Polonian,30-39,1
10,2015,Heart disease,Male,Polonian,30-39,1
01,2012,Heart disease,Male,United States,50-59,1
09,2018,Obesity,Female,Rumanian,50-59,1
03,2021,Dyslipidemia,Male,Ucranian,50-59,1
06,2016,CKD,Male,Russian,60-69,1
06,2014,Hypertension,Male,Moroccan,60-69,1
05,2011,Dyslipidemia,Female,Ucranian,60-69,1
01,2018,CKD,Female,Bilorussian,70+,1
01,2018,Hypertension,Female,Bilorussian,70+,1
02,2019,Heart disease,Female,Israeli,30-39,1
08,2009,Hypertension,Female,Ethiopian,20-29,1
12,2016,Dyslipidemia,Female,Polonian,30-39,1
12,2016,Obesity,Female,Polonian,30-39,1
05,2012,Heart disease,Male,Turkish,70+,1
04,2018,Obesity,Female,Georgian,50-59,1
03,2011,CKD,Male,Hungarian,30-39,1
03,2011,Obesity,Male,Hungarian,30-39,1
11,2013,Nash,Female,Moroccan,60-69,1
03,2011,Heart disease,Male,French,50-59,1
12,2015,Dyslipidemia,Male,Ethiopian,40-49,1
09,2018,Dyslipidemia,Male,Bulgarian,50-59,1
09,2018,Heart disease,Male,Bulgarian,50-59,1
01,2018,Dyslipidemia,Female,Yemeni,50-59,1
01,2018,Heart disease,Female,Yemeni,50-59,1
11,2019,Nash,Female,Iraqui,30-39,1
06,2018,Obesity,Female,United States,20-29,1
05,2009,Dyslipidemia,Female,Bulgarian,70+,2
03,2015,Obesity,Male,Russian,50-59,1
05,2011,Diabetes,Female,French,70+,1
12,2009,Dyslipidemia,Female,Ucranian,60-69,1
12,2009,Diabetes,Female,Ucranian,60-69,1
04,2009,Dyslipidemia,Male,Libyan,70+,1
04,2009,Heart disease,Male,Libyan,70+,1
03,2011,Dyslipidemia,Male,Moroccan,20-29,1
03,2011,Heart disease,Male,Moroccan,20-29,1
10,2009,CKD,Female,Hungarian,70+,1
10,2009,Hypertension,Female,Hungarian,70+,1
03,2012,CKD,Female,Bilorussian,70+,1
08,2009,Heart disease,Female,Bilorussian,40-49,1
07,2014,Diabetes,Female,Moroccan,40-49,1
07,2014,Obesity,Female,Moroccan,40-49,1
07,2010,Obesity,Female,Moroccan,20-29,1
12,2014,Dyslipidemia,Male,Iraqui,50-59,1
08,2015,Dyslipidemia,Male,Libyan,70+,1
10,2018,Obesity,Female,Bilorussian,70+,1
01,2020,Heart disease,Female,Bilorussian,70+,1
12,2012,Obesity,Male,Rumanian,60-69,1
01,2015,Heart disease,Female,Iranian,70+,1
01,2015,Diabetes,Female,Iranian,70+,1
01,2018,CKD,Male,Yemeni,50-59,1
01,2018,Dyslipidemia,Male,Yemeni,50-59,1
01,2018,Diabetes,Male,Yemeni,50-59,1
01,2018,Obesity,Male,Yemeni,50-59,1
05,2009,Diabetes,Female,Bulgarian,50-59,1
05,2009,CKD,Female,Bulgarian,50-59,1
05,2009,Heart disease,Female,Bulgarian,50-59,1
12,2016,CKD,Female,Moroccan,40-49,1
03,2019,Obesity,Female,Moroccan,40-49,1
01,2019,Nash,Female,Russian,40-49,1
02,2009,CKD,Female,Ethiopian,70+,1
11,2015,Heart disease,Male,Ucranian,50-59,1
12,2013,CKD,Male,Israeli,30-39,2
01,2012,Diabetes,Female,Algerian,60-69,2
06,2018,CKD,Male,Polonian,70+,1
06,2018,Hypertension,Male,Polonian,70+,1
09,2018,Hypertension,Female,Ethiopian,70+,3
08,2018,Dyslipidemia,Male,Bilorussian,60-69,1
10,2018,Diabetes,Female,Moroccan,30-39,1
03,2021,CKD,Female,Moroccan,30-39,1
08,2012,Diabetes,Male,Moroccan,50-59,1
04,2014,Heart disease,Male,Moroccan,50-59,2
11,2009,Heart disease,Male,Russian,40-49,1
03,2010,CKD,Male,Russian,40-49,1
11,2016,Dyslipidemia,Male,Russian,40-49,1
08,2017,Dyslipidemia,Female,Russian,70+,1
08,2020,Heart disease,Female,Israeli,50-59,1
08,2020,Nash,Female,Israeli,50-59,1
05,2016,Dyslipidemia,Male,Uzbek,40-49,1
11,2019,CKD,Male,Uzbek,40-49,1
07,2012,Dyslipidemia,Male,Hungarian,70+,1
06,2015,Diabetes,Male,Sirian,50-59,1
06,2015,Obesity,Male,Sirian,50-59,1
05,2014,CKD,Male,Rumanian,50-59,1
05,2014,Dyslipidemia,Male,Rumanian,50-59,1
12,2010,Heart disease,Female,Algerian,70+,1
03,2013,CKD,Female,Algerian,70+,1
03,2013,Hypertension,Female,Algerian,70+,1
11,2017,Dyslipidemia,Female,Algerian,70+,2
07,2015,CKD,Female,Rumanian,40-49,1
07,2015,Heart disease,Female,Rumanian,40-49,1
11,2018,Dyslipidemia,Male,Iraqui,50-59,1
11,2018,Diabetes,Male,Iraqui,50-59,1
11,2018,Obesity,Male,Iraqui,50-59,1
04,2011,Obesity,Female,Russian,50-59,1
04,2015,Diabetes,Male,Yemeni,70+,1
12,2015,Heart disease,Male,Yemeni,50-59,1
03,2009,Heart disease,Male,German,50-59,1
10,2016,Diabetes,Male,German,50-59,1
10,2016,Hypertension,Male,German,50-59,1
10,2016,Dyslipidemia,Male,German,50-59,1
08,2010,Heart disease,Female,Moroccan,40-49,1
05,2011,Dyslipidemia,Female,Moroccan,40-49,1
04,2018,Dyslipidemia,Male,Kazakh,60-69,1
05,2018,Nash,Male,Kazakh,60-69,1
05,2009,Diabetes,Male,South African,70+,1
05,2009,CKD,Male,South African,70+,1
05,2009,Heart disease,Male,South African,70+,1
05,2009,Hypertension,Male,South African,70+,1
11,2015,Hypertension,Female,Polonian,30-39,1
10,2019,CKD,Female,Israeli,20-29,1
10,2015,CKD,Male,United States,50-59,1
10,2015,Hypertension,Male,United States,50-59,1
09,2009,Heart disease,Female,Egyptian,70+,1
12,2010,Heart disease,Male,Tunisian,60-69,1
08,2011,CKD,Male,Tunisian,60-69,1
03,2012,Dyslipidemia,Male,Tunisian,60-69,1
06,2018,Dyslipidemia,Male,Yemeni,40-49,1
06,2018,Diabetes,Male,Yemeni,40-49,1
06,2018,Hypertension,Male,Yemeni,40-49,1
07,2018,Heart disease,Male,Yemeni,40-49,1
04,2011,Heart disease,Male,Ucranian,70+,1
12,2015,Obesity,Female,Indu,40-49,1
04,2016,Obesity,Female,Georgian,30-39,1
10,2009,CKD,Female,English,70+,1
03,2014,Hypertension,Male,Ucranian,60-69,1
06,2018,Diabetes,Female,Iranian,70+,1
06,2018,Obesity,Female,Iranian,70+,1
09,2012,CKD,Male,Ucranian,40-49,1
09,2012,Hypertension,Male,Ucranian,40-49,1
09,2015,Obesity,Male,Ucranian,40-49,1
09,2015,Heart disease,Male,Ucranian,40-49,1
01,2012,Hypertension,Female,Israeli,10-19,1
06,2014,CKD,Female,Israeli,10-19,1
10,2012,Diabetes,Male,English,60-69,1
11,2012,Nash,Male,English,60-69,1
01,2015,Hypertension,Male,English,60-69,1
04,2013,CKD,Female,Israeli,30-39,1
08,2014,Hypertension,Female,Israeli,30-39,2
03,2019,Nash,Female,Israeli,30-39,1
01,2015,Dyslipidemia,Male,Argentinian,70+,1
01,2015,Heart disease,Male,Argentinian,70+,1
11,2012,Dyslipidemia,Female,Turkish,50-59,1
06,2012,CKD,Female,Rumanian,50-59,1
02,2009,Diabetes,Female,Ethiopian,30-39,1
01,2009,CKD,Female,Russian,20-29,1
01,2009,Diabetes,Female,Russian,20-29,1
04,2011,Heart disease,Female,Russian,20-29,1
06,2011,Hypertension,Female,Russian,20-29,1
12,2016,Dyslipidemia,Female,Russian,20-29,1
02,2009,Dyslipidemia,Female,Azerbaijani,70+,1
09,2014,Obesity,Female,Azerbaijani,70+,1
01,2016,Hypertension,Female,Azerbaijani,70+,1
12,2017,Diabetes,Female,Azerbaijani,70+,1
05,2015,Heart disease,Female,South African,70+,1
05,2015,Hypertension,Female,South African,70+,1
03,2009,Diabetes,Female,Turkish,50-59,1
09,2009,Obesity,Female,Turkish,50-59,1
08,2018,Heart disease,Female,Turkish,50-59,2
11,2009,Heart disease,Female,Kazakh,70+,1
06,2009,Nash,Male,Russian,70+,1
09,2010,CKD,Male,Russian,70+,1
09,2010,Hypertension,Male,Russian,70+,1
05,2012,CKD,Female,Rumanian,60-69,2
03,2018,Hypertension,Female,Rumanian,60-69,1
02,2009,Heart disease,Male,United States,50-59,1
02,2009,Obesity,Male,United States,50-59,1
10,2015,CKD,Female,Yemeni,60-69,1
10,2015,Heart disease,Female,Yemeni,60-69,1
03,2016,Dyslipidemia,Female,Yemeni,60-69,1
06,2018,CKD,Female,Tunisian,70+,1
06,2018,Hypertension,Female,Tunisian,70+,1
02,2016,Obesity,Male,Israeli,20-29,1
04,2015,Diabetes,Female,South African,20-29,1
04,2015,Hypertension,Female,South African,20-29,1
02,2013,Diabetes,Female,Moldavian,30-39,1
08,2015,Obesity,Male,Iranian,20-29,1
09,2018,Diabetes,Female,Rumanian,50-59,1
03,2012,Diabetes,Male,Sirian,60-69,2
04,2012,Dyslipidemia,Male,Sirian,60-69,1
11,2013,Heart disease,Female,United States,50-59,1
11,2013,Obesity,Female,United States,50-59,1
02,2012,Heart disease,Male,Russian,20-29,1
07,2018,Obesity,Male,Russian,70+,1
03,2011,CKD,Female,United States,20-29,1
06,2020,Dyslipidemia,Male,Ucranian,50-59,1
10,2018,Obesity,Male,United States,70+,1
04,2009,Heart disease,Male,Bilorussian,40-49,1
04,2009,Obesity,Male,Bilorussian,40-49,1
03,2019,Diabetes,Female,Ucranian,70+,1
03,2019,Dyslipidemia,Female,Ucranian,70+,1
04,2015,Nash,Male,Ucranian,60-69,2
06,2009,Diabetes,Male,Argentinian,70+,2
08,2018,Dyslipidemia,Male,Sirian,60-69,1
