month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
05,2018,Hypertension,Uzbek,7,281,2018-05-01,2018 Q2,2018-2019
06,2018,Hypertension,Uzbek,6,287,2018-06-01,2018 Q2,2018-2019
07,2018,Hypertension,Uzbek,6,293,2018-07-01,2018 Q2,2018-2019
08,2018,Hypertension,Uzbek,5,298,2018-08-01,2018 Q2,2018-2019
09,2018,Hypertension,Uzbek,5,303,2018-09-01,2018 Q3,2018-2019
10,2018,Hypertension,Uzbek,10,313,2018-10-01,2018 Q3,2018-2019
11,2018,Hypertension,Uzbek,4,317,2018-11-01,2018 Q3,2018-2019
12,2018,Hypertension,Uzbek,7,324,2018-12-01,2018 Q3,2018-2019
01,2019,Hypertension,Uzbek,1,325,2019-01-01,2019 Q1,2018-2019
05,2019,Hypertension,Uzbek,1,326,2019-05-01,2019 Q2,2018-2019
07,2019,Hypertension,Uzbek,1,327,2019-07-01,2019 Q2,2018-2019
09,2019,Hypertension,Uzbek,1,328,2019-09-01,2019 Q3,2018-2019
01,2020,Hypertension,Uzbek,2,330,2020-01-01,2020 Q1,2020-2021
05,2020,Hypertension,Uzbek,1,331,2020-05-01,2020 Q2,2020-2021
04,2009,Nash,Uzbek,1,1,2009-04-01,2009 Q1,2008-2009
06,2009,Nash,Uzbek,1,2,2009-06-01,2009 Q2,2008-2009
11,2009,Nash,Uzbek,1,3,2009-11-01,2009 Q3,2008-2009
12,2009,Nash,Uzbek,2,5,2009-12-01,2009 Q3,2008-2009
01,2012,Nash,Uzbek,1,6,2012-01-01,2012 Q1,2012-2013
04,2012,Nash,Uzbek,1,7,2012-04-01,2012 Q1,2012-2013
06,2012,Nash,Uzbek,3,10,2012-06-01,2012 Q2,2012-2013
08,2012,Nash,Uzbek,1,11,2012-08-01,2012 Q2,2012-2013
09,2012,Nash,Uzbek,1,12,2012-09-01,2012 Q3,2012-2013
11,2012,Nash,Uzbek,1,13,2012-11-01,2012 Q3,2012-2013
01,2013,Nash,Uzbek,1,14,2013-01-01,2013 Q1,2012-2013
03,2013,Nash,Uzbek,1,15,2013-03-01,2013 Q1,2012-2013
09,2013,Nash,Uzbek,1,16,2013-09-01,2013 Q3,2012-2013
05,2015,Nash,Uzbek,1,17,2015-05-01,2015 Q2,2014-2015
06,2015,Nash,Uzbek,2,19,2015-06-01,2015 Q2,2014-2015
11,2015,Nash,Uzbek,1,20,2015-11-01,2015 Q3,2014-2015
03,2017,Nash,Uzbek,1,21,2017-03-01,2017 Q1,2016-2017
08,2017,Nash,Uzbek,1,22,2017-08-01,2017 Q2,2016-2017
02,2018,Nash,Uzbek,1,23,2018-02-01,2018 Q1,2018-2019
04,2018,Nash,Uzbek,2,25,2018-04-01,2018 Q1,2018-2019
05,2018,Nash,Uzbek,1,26,2018-05-01,2018 Q2,2018-2019
06,2018,Nash,Uzbek,1,27,2018-06-01,2018 Q2,2018-2019
10,2018,Nash,Uzbek,1,28,2018-10-01,2018 Q3,2018-2019
11,2018,Nash,Uzbek,2,30,2018-11-01,2018 Q3,2018-2019
12,2018,Nash,Uzbek,1,31,2018-12-01,2018 Q3,2018-2019
04,2019,Nash,Uzbek,1,32,2019-04-01,2019 Q1,2018-2019
01,2009,Obesity,Uzbek,1,1,2009-01-01,2009 Q1,2008-2009
02,2009,Obesity,Uzbek,1,2,2009-02-01,2009 Q1,2008-2009
03,2009,Obesity,Uzbek,1,3,2009-03-01,2009 Q1,2008-2009
04,2009,Obesity,Uzbek,5,8,2009-04-01,2009 Q1,2008-2009
05,2009,Obesity,Uzbek,1,9,2009-05-01,2009 Q2,2008-2009
06,2009,Obesity,Uzbek,2,11,2009-06-01,2009 Q2,2008-2009
07,2009,Obesity,Uzbek,1,12,2009-07-01,2009 Q2,2008-2009
06,2010,Obesity,Uzbek,1,13,2010-06-01,2010 Q2,2010-2011
10,2011,Obesity,Uzbek,1,14,2011-10-01,2011 Q3,2010-2011
12,2011,Obesity,Uzbek,1,15,2011-12-01,2011 Q3,2010-2011
01,2012,Obesity,Uzbek,3,18,2012-01-01,2012 Q1,2012-2013
04,2012,Obesity,Uzbek,2,20,2012-04-01,2012 Q1,2012-2013
05,2012,Obesity,Uzbek,1,21,2012-05-01,2012 Q2,2012-2013
07,2012,Obesity,Uzbek,1,22,2012-07-01,2012 Q2,2012-2013
09,2012,Obesity,Uzbek,1,23,2012-09-01,2012 Q3,2012-2013
12,2012,Obesity,Uzbek,1,24,2012-12-01,2012 Q3,2012-2013
04,2013,Obesity,Uzbek,1,25,2013-04-01,2013 Q1,2012-2013
05,2013,Obesity,Uzbek,1,26,2013-05-01,2013 Q2,2012-2013
04,2014,Obesity,Uzbek,1,27,2014-04-01,2014 Q1,2014-2015
09,2014,Obesity,Uzbek,1,28,2014-09-01,2014 Q3,2014-2015
02,2015,Obesity,Uzbek,1,29,2015-02-01,2015 Q1,2014-2015
03,2015,Obesity,Uzbek,1,30,2015-03-01,2015 Q1,2014-2015
04,2015,Obesity,Uzbek,3,33,2015-04-01,2015 Q1,2014-2015
05,2015,Obesity,Uzbek,1,34,2015-05-01,2015 Q2,2014-2015
06,2015,Obesity,Uzbek,2,36,2015-06-01,2015 Q2,2014-2015
07,2015,Obesity,Uzbek,1,37,2015-07-01,2015 Q2,2014-2015
08,2015,Obesity,Uzbek,3,40,2015-08-01,2015 Q2,2014-2015
09,2015,Obesity,Uzbek,1,41,2015-09-01,2015 Q3,2014-2015
10,2015,Obesity,Uzbek,3,44,2015-10-01,2015 Q3,2014-2015
11,2015,Obesity,Uzbek,2,46,2015-11-01,2015 Q3,2014-2015
12,2015,Obesity,Uzbek,2,48,2015-12-01,2015 Q3,2014-2015
01,2016,Obesity,Uzbek,1,49,2016-01-01,2016 Q1,2016-2017
04,2016,Obesity,Uzbek,1,50,2016-04-01,2016 Q1,2016-2017
06,2016,Obesity,Uzbek,1,51,2016-06-01,2016 Q2,2016-2017
07,2016,Obesity,Uzbek,1,52,2016-07-01,2016 Q2,2016-2017
09,2016,Obesity,Uzbek,1,53,2016-09-01,2016 Q3,2016-2017
11,2016,Obesity,Uzbek,1,54,2016-11-01,2016 Q3,2016-2017
02,2017,Obesity,Uzbek,1,55,2017-02-01,2017 Q1,2016-2017
04,2017,Obesity,Uzbek,1,56,2017-04-01,2017 Q1,2016-2017
06,2017,Obesity,Uzbek,2,58,2017-06-01,2017 Q2,2016-2017
01,2018,Obesity,Uzbek,2,60,2018-01-01,2018 Q1,2018-2019
02,2018,Obesity,Uzbek,1,61,2018-02-01,2018 Q1,2018-2019
03,2018,Obesity,Uzbek,1,62,2018-03-01,2018 Q1,2018-2019
04,2018,Obesity,Uzbek,4,66,2018-04-01,2018 Q1,2018-2019
05,2018,Obesity,Uzbek,1,67,2018-05-01,2018 Q2,2018-2019
07,2018,Obesity,Uzbek,2,69,2018-07-01,2018 Q2,2018-2019
09,2018,Obesity,Uzbek,1,70,2018-09-01,2018 Q3,2018-2019
10,2018,Obesity,Uzbek,1,71,2018-10-01,2018 Q3,2018-2019
12,2018,Obesity,Uzbek,1,72,2018-12-01,2018 Q3,2018-2019
03,2019,Obesity,Uzbek,1,73,2019-03-01,2019 Q1,2018-2019
04,2019,Obesity,Uzbek,1,74,2019-04-01,2019 Q1,2018-2019
05,2019,Obesity,Uzbek,1,75,2019-05-01,2019 Q2,2018-2019
06,2020,Obesity,Uzbek,1,76,2020-06-01,2020 Q2,2020-2021
01,2009,CKD,Yemeni,3,3,2009-01-01,2009 Q1,2008-2009
02,2009,CKD,Yemeni,3,6,2009-02-01,2009 Q1,2008-2009
04,2009,CKD,Yemeni,2,8,2009-04-01,2009 Q1,2008-2009
05,2009,CKD,Yemeni,4,12,2009-05-01,2009 Q2,2008-2009
06,2009,CKD,Yemeni,4,16,2009-06-01,2009 Q2,2008-2009
07,2009,CKD,Yemeni,2,18,2009-07-01,2009 Q2,2008-2009
08,2009,CKD,Yemeni,2,20,2009-08-01,2009 Q2,2008-2009
09,2009,CKD,Yemeni,1,21,2009-09-01,2009 Q3,2008-2009
10,2009,CKD,Yemeni,2,23,2009-10-01,2009 Q3,2008-2009
11,2009,CKD,Yemeni,4,27,2009-11-01,2009 Q3,2008-2009
12,2009,CKD,Yemeni,1,28,2009-12-01,2009 Q3,2008-2009
01,2010,CKD,Yemeni,1,29,2010-01-01,2010 Q1,2010-2011
03,2010,CKD,Yemeni,1,30,2010-03-01,2010 Q1,2010-2011
08,2010,CKD,Yemeni,1,31,2010-08-01,2010 Q2,2010-2011
09,2010,CKD,Yemeni,1,32,2010-09-01,2010 Q3,2010-2011
10,2010,CKD,Yemeni,1,33,2010-10-01,2010 Q3,2010-2011
11,2010,CKD,Yemeni,1,34,2010-11-01,2010 Q3,2010-2011
07,2011,CKD,Yemeni,2,36,2011-07-01,2011 Q2,2010-2011
08,2011,CKD,Yemeni,1,37,2011-08-01,2011 Q2,2010-2011
11,2011,CKD,Yemeni,1,38,2011-11-01,2011 Q3,2010-2011
01,2012,CKD,Yemeni,3,41,2012-01-01,2012 Q1,2012-2013
02,2012,CKD,Yemeni,1,42,2012-02-01,2012 Q1,2012-2013
04,2012,CKD,Yemeni,3,45,2012-04-01,2012 Q1,2012-2013
05,2012,CKD,Yemeni,3,48,2012-05-01,2012 Q2,2012-2013
06,2012,CKD,Yemeni,5,53,2012-06-01,2012 Q2,2012-2013
07,2012,CKD,Yemeni,4,57,2012-07-01,2012 Q2,2012-2013
08,2012,CKD,Yemeni,3,60,2012-08-01,2012 Q2,2012-2013
09,2012,CKD,Yemeni,5,65,2012-09-01,2012 Q3,2012-2013
10,2012,CKD,Yemeni,2,67,2012-10-01,2012 Q3,2012-2013
11,2012,CKD,Yemeni,2,69,2012-11-01,2012 Q3,2012-2013
12,2012,CKD,Yemeni,3,72,2012-12-01,2012 Q3,2012-2013
01,2013,CKD,Yemeni,2,74,2013-01-01,2013 Q1,2012-2013
02,2013,CKD,Yemeni,2,76,2013-02-01,2013 Q1,2012-2013
03,2013,CKD,Yemeni,1,77,2013-03-01,2013 Q1,2012-2013
05,2013,CKD,Yemeni,1,78,2013-05-01,2013 Q2,2012-2013
06,2013,CKD,Yemeni,1,79,2013-06-01,2013 Q2,2012-2013
08,2013,CKD,Yemeni,1,80,2013-08-01,2013 Q2,2012-2013
09,2013,CKD,Yemeni,1,81,2013-09-01,2013 Q3,2012-2013
10,2013,CKD,Yemeni,1,82,2013-10-01,2013 Q3,2012-2013
03,2014,CKD,Yemeni,1,83,2014-03-01,2014 Q1,2014-2015
07,2014,CKD,Yemeni,2,85,2014-07-01,2014 Q2,2014-2015
09,2014,CKD,Yemeni,1,86,2014-09-01,2014 Q3,2014-2015
01,2015,CKD,Yemeni,1,87,2015-01-01,2015 Q1,2014-2015
02,2015,CKD,Yemeni,2,89,2015-02-01,2015 Q1,2014-2015
03,2015,CKD,Yemeni,2,91,2015-03-01,2015 Q1,2014-2015
04,2015,CKD,Yemeni,3,94,2015-04-01,2015 Q1,2014-2015
05,2015,CKD,Yemeni,2,96,2015-05-01,2015 Q2,2014-2015
06,2015,CKD,Yemeni,4,100,2015-06-01,2015 Q2,2014-2015
08,2015,CKD,Yemeni,1,101,2015-08-01,2015 Q2,2014-2015
09,2015,CKD,Yemeni,3,104,2015-09-01,2015 Q3,2014-2015
10,2015,CKD,Yemeni,2,106,2015-10-01,2015 Q3,2014-2015
11,2015,CKD,Yemeni,3,109,2015-11-01,2015 Q3,2014-2015
12,2015,CKD,Yemeni,3,112,2015-12-01,2015 Q3,2014-2015
01,2016,CKD,Yemeni,1,113,2016-01-01,2016 Q1,2016-2017
02,2016,CKD,Yemeni,1,114,2016-02-01,2016 Q1,2016-2017
06,2016,CKD,Yemeni,2,116,2016-06-01,2016 Q2,2016-2017
12,2016,CKD,Yemeni,2,118,2016-12-01,2016 Q3,2016-2017
01,2017,CKD,Yemeni,1,119,2017-01-01,2017 Q1,2016-2017
02,2017,CKD,Yemeni,1,120,2017-02-01,2017 Q1,2016-2017
04,2017,CKD,Yemeni,1,121,2017-04-01,2017 Q1,2016-2017
05,2017,CKD,Yemeni,1,122,2017-05-01,2017 Q2,2016-2017
10,2017,CKD,Yemeni,1,123,2017-10-01,2017 Q3,2016-2017
11,2017,CKD,Yemeni,1,124,2017-11-01,2017 Q3,2016-2017
01,2018,CKD,Yemeni,3,127,2018-01-01,2018 Q1,2018-2019
02,2018,CKD,Yemeni,4,131,2018-02-01,2018 Q1,2018-2019
03,2018,CKD,Yemeni,3,134,2018-03-01,2018 Q1,2018-2019
04,2018,CKD,Yemeni,6,140,2018-04-01,2018 Q1,2018-2019
05,2018,CKD,Yemeni,1,141,2018-05-01,2018 Q2,2018-2019
06,2018,CKD,Yemeni,4,145,2018-06-01,2018 Q2,2018-2019
07,2018,CKD,Yemeni,5,150,2018-07-01,2018 Q2,2018-2019
08,2018,CKD,Yemeni,4,154,2018-08-01,2018 Q2,2018-2019
09,2018,CKD,Yemeni,4,158,2018-09-01,2018 Q3,2018-2019
10,2018,CKD,Yemeni,3,161,2018-10-01,2018 Q3,2018-2019
11,2018,CKD,Yemeni,8,169,2018-11-01,2018 Q3,2018-2019
12,2018,CKD,Yemeni,2,171,2018-12-01,2018 Q3,2018-2019
01,2019,CKD,Yemeni,2,173,2019-01-01,2019 Q1,2018-2019
03,2019,CKD,Yemeni,3,176,2019-03-01,2019 Q1,2018-2019
04,2019,CKD,Yemeni,1,177,2019-04-01,2019 Q1,2018-2019
06,2019,CKD,Yemeni,1,178,2019-06-01,2019 Q2,2018-2019
07,2019,CKD,Yemeni,2,180,2019-07-01,2019 Q2,2018-2019
10,2019,CKD,Yemeni,1,181,2019-10-01,2019 Q3,2018-2019
02,2020,CKD,Yemeni,1,182,2020-02-01,2020 Q1,2020-2021
04,2020,CKD,Yemeni,1,183,2020-04-01,2020 Q1,2020-2021
05,2020,CKD,Yemeni,1,184,2020-05-01,2020 Q2,2020-2021
08,2020,CKD,Yemeni,1,185,2020-08-01,2020 Q2,2020-2021
01,2009,Diabetes,Yemeni,3,3,2009-01-01,2009 Q1,2008-2009
02,2009,Diabetes,Yemeni,2,5,2009-02-01,2009 Q1,2008-2009
03,2009,Diabetes,Yemeni,1,6,2009-03-01,2009 Q1,2008-2009
04,2009,Diabetes,Yemeni,5,11,2009-04-01,2009 Q1,2008-2009
05,2009,Diabetes,Yemeni,4,15,2009-05-01,2009 Q2,2008-2009
06,2009,Diabetes,Yemeni,3,18,2009-06-01,2009 Q2,2008-2009
07,2009,Diabetes,Yemeni,4,22,2009-07-01,2009 Q2,2008-2009
08,2009,Diabetes,Yemeni,3,25,2009-08-01,2009 Q2,2008-2009
09,2009,Diabetes,Yemeni,2,27,2009-09-01,2009 Q3,2008-2009
10,2009,Diabetes,Yemeni,2,29,2009-10-01,2009 Q3,2008-2009
11,2009,Diabetes,Yemeni,4,33,2009-11-01,2009 Q3,2008-2009
12,2009,Diabetes,Yemeni,1,34,2009-12-01,2009 Q3,2008-2009
01,2010,Diabetes,Yemeni,1,35,2010-01-01,2010 Q1,2010-2011
03,2010,Diabetes,Yemeni,1,36,2010-03-01,2010 Q1,2010-2011
09,2010,Diabetes,Yemeni,1,37,2010-09-01,2010 Q3,2010-2011
12,2010,Diabetes,Yemeni,1,38,2010-12-01,2010 Q3,2010-2011
01,2011,Diabetes,Yemeni,1,39,2011-01-01,2011 Q1,2010-2011
06,2011,Diabetes,Yemeni,1,40,2011-06-01,2011 Q2,2010-2011
01,2012,Diabetes,Yemeni,1,41,2012-01-01,2012 Q1,2012-2013
02,2012,Diabetes,Yemeni,1,42,2012-02-01,2012 Q1,2012-2013
03,2012,Diabetes,Yemeni,3,45,2012-03-01,2012 Q1,2012-2013
04,2012,Diabetes,Yemeni,1,46,2012-04-01,2012 Q1,2012-2013
05,2012,Diabetes,Yemeni,3,49,2012-05-01,2012 Q2,2012-2013
06,2012,Diabetes,Yemeni,3,52,2012-06-01,2012 Q2,2012-2013
07,2012,Diabetes,Yemeni,7,59,2012-07-01,2012 Q2,2012-2013
08,2012,Diabetes,Yemeni,3,62,2012-08-01,2012 Q2,2012-2013
09,2012,Diabetes,Yemeni,3,65,2012-09-01,2012 Q3,2012-2013
10,2012,Diabetes,Yemeni,5,70,2012-10-01,2012 Q3,2012-2013
11,2012,Diabetes,Yemeni,1,71,2012-11-01,2012 Q3,2012-2013
12,2012,Diabetes,Yemeni,2,73,2012-12-01,2012 Q3,2012-2013
01,2013,Diabetes,Yemeni,1,74,2013-01-01,2013 Q1,2012-2013
03,2013,Diabetes,Yemeni,1,75,2013-03-01,2013 Q1,2012-2013
05,2013,Diabetes,Yemeni,1,76,2013-05-01,2013 Q2,2012-2013
06,2013,Diabetes,Yemeni,1,77,2013-06-01,2013 Q2,2012-2013
07,2013,Diabetes,Yemeni,1,78,2013-07-01,2013 Q2,2012-2013
08,2013,Diabetes,Yemeni,1,79,2013-08-01,2013 Q2,2012-2013
11,2013,Diabetes,Yemeni,1,80,2013-11-01,2013 Q3,2012-2013
02,2014,Diabetes,Yemeni,1,81,2014-02-01,2014 Q1,2014-2015
03,2014,Diabetes,Yemeni,1,82,2014-03-01,2014 Q1,2014-2015
07,2014,Diabetes,Yemeni,3,85,2014-07-01,2014 Q2,2014-2015
10,2014,Diabetes,Yemeni,1,86,2014-10-01,2014 Q3,2014-2015
01,2015,Diabetes,Yemeni,2,88,2015-01-01,2015 Q1,2014-2015
02,2015,Diabetes,Yemeni,1,89,2015-02-01,2015 Q1,2014-2015
03,2015,Diabetes,Yemeni,6,95,2015-03-01,2015 Q1,2014-2015
04,2015,Diabetes,Yemeni,1,96,2015-04-01,2015 Q1,2014-2015
05,2015,Diabetes,Yemeni,3,99,2015-05-01,2015 Q2,2014-2015
06,2015,Diabetes,Yemeni,6,105,2015-06-01,2015 Q2,2014-2015
07,2015,Diabetes,Yemeni,1,106,2015-07-01,2015 Q2,2014-2015
08,2015,Diabetes,Yemeni,2,108,2015-08-01,2015 Q2,2014-2015
09,2015,Diabetes,Yemeni,1,109,2015-09-01,2015 Q3,2014-2015
10,2015,Diabetes,Yemeni,3,112,2015-10-01,2015 Q3,2014-2015
11,2015,Diabetes,Yemeni,3,115,2015-11-01,2015 Q3,2014-2015
03,2016,Diabetes,Yemeni,1,116,2016-03-01,2016 Q1,2016-2017
04,2016,Diabetes,Yemeni,1,117,2016-04-01,2016 Q1,2016-2017
05,2016,Diabetes,Yemeni,1,118,2016-05-01,2016 Q2,2016-2017
06,2016,Diabetes,Yemeni,2,120,2016-06-01,2016 Q2,2016-2017
08,2016,Diabetes,Yemeni,1,121,2016-08-01,2016 Q2,2016-2017
12,2016,Diabetes,Yemeni,2,123,2016-12-01,2016 Q3,2016-2017
01,2017,Diabetes,Yemeni,2,125,2017-01-01,2017 Q1,2016-2017
05,2017,Diabetes,Yemeni,1,126,2017-05-01,2017 Q2,2016-2017
06,2017,Diabetes,Yemeni,1,127,2017-06-01,2017 Q2,2016-2017
11,2017,Diabetes,Yemeni,1,128,2017-11-01,2017 Q3,2016-2017
12,2017,Diabetes,Yemeni,1,129,2017-12-01,2017 Q3,2016-2017
01,2018,Diabetes,Yemeni,3,132,2018-01-01,2018 Q1,2018-2019
02,2018,Diabetes,Yemeni,2,134,2018-02-01,2018 Q1,2018-2019
03,2018,Diabetes,Yemeni,4,138,2018-03-01,2018 Q1,2018-2019
04,2018,Diabetes,Yemeni,2,140,2018-04-01,2018 Q1,2018-2019
05,2018,Diabetes,Yemeni,3,143,2018-05-01,2018 Q2,2018-2019
06,2018,Diabetes,Yemeni,3,146,2018-06-01,2018 Q2,2018-2019
07,2018,Diabetes,Yemeni,4,150,2018-07-01,2018 Q2,2018-2019
08,2018,Diabetes,Yemeni,3,153,2018-08-01,2018 Q2,2018-2019
09,2018,Diabetes,Yemeni,4,157,2018-09-01,2018 Q3,2018-2019
10,2018,Diabetes,Yemeni,3,160,2018-10-01,2018 Q3,2018-2019
11,2018,Diabetes,Yemeni,3,163,2018-11-01,2018 Q3,2018-2019
12,2018,Diabetes,Yemeni,4,167,2018-12-01,2018 Q3,2018-2019
04,2019,Diabetes,Yemeni,1,168,2019-04-01,2019 Q1,2018-2019
11,2019,Diabetes,Yemeni,1,169,2019-11-01,2019 Q3,2018-2019
01,2009,Dyslipidemia,Yemeni,2,2,2009-01-01,2009 Q1,2008-2009
02,2009,Dyslipidemia,Yemeni,2,4,2009-02-01,2009 Q1,2008-2009
03,2009,Dyslipidemia,Yemeni,1,5,2009-03-01,2009 Q1,2008-2009
04,2009,Dyslipidemia,Yemeni,2,7,2009-04-01,2009 Q1,2008-2009
05,2009,Dyslipidemia,Yemeni,3,10,2009-05-01,2009 Q2,2008-2009
06,2009,Dyslipidemia,Yemeni,2,12,2009-06-01,2009 Q2,2008-2009
07,2009,Dyslipidemia,Yemeni,2,14,2009-07-01,2009 Q2,2008-2009
08,2009,Dyslipidemia,Yemeni,4,18,2009-08-01,2009 Q2,2008-2009
09,2009,Dyslipidemia,Yemeni,2,20,2009-09-01,2009 Q3,2008-2009
10,2009,Dyslipidemia,Yemeni,3,23,2009-10-01,2009 Q3,2008-2009
11,2009,Dyslipidemia,Yemeni,2,25,2009-11-01,2009 Q3,2008-2009
12,2009,Dyslipidemia,Yemeni,3,28,2009-12-01,2009 Q3,2008-2009
03,2010,Dyslipidemia,Yemeni,1,29,2010-03-01,2010 Q1,2010-2011
12,2010,Dyslipidemia,Yemeni,1,30,2010-12-01,2010 Q3,2010-2011
05,2011,Dyslipidemia,Yemeni,1,31,2011-05-01,2011 Q2,2010-2011
01,2012,Dyslipidemia,Yemeni,1,32,2012-01-01,2012 Q1,2012-2013
03,2012,Dyslipidemia,Yemeni,1,33,2012-03-01,2012 Q1,2012-2013
05,2012,Dyslipidemia,Yemeni,1,34,2012-05-01,2012 Q2,2012-2013
06,2012,Dyslipidemia,Yemeni,1,35,2012-06-01,2012 Q2,2012-2013
07,2012,Dyslipidemia,Yemeni,2,37,2012-07-01,2012 Q2,2012-2013
08,2012,Dyslipidemia,Yemeni,1,38,2012-08-01,2012 Q2,2012-2013
09,2012,Dyslipidemia,Yemeni,3,41,2012-09-01,2012 Q3,2012-2013
10,2012,Dyslipidemia,Yemeni,2,43,2012-10-01,2012 Q3,2012-2013
12,2012,Dyslipidemia,Yemeni,4,47,2012-12-01,2012 Q3,2012-2013
05,2013,Dyslipidemia,Yemeni,1,48,2013-05-01,2013 Q2,2012-2013
07,2013,Dyslipidemia,Yemeni,1,49,2013-07-01,2013 Q2,2012-2013
09,2013,Dyslipidemia,Yemeni,1,50,2013-09-01,2013 Q3,2012-2013
02,2014,Dyslipidemia,Yemeni,1,51,2014-02-01,2014 Q1,2014-2015
04,2014,Dyslipidemia,Yemeni,1,52,2014-04-01,2014 Q1,2014-2015
08,2014,Dyslipidemia,Yemeni,2,54,2014-08-01,2014 Q2,2014-2015
10,2014,Dyslipidemia,Yemeni,1,55,2014-10-01,2014 Q3,2014-2015
11,2014,Dyslipidemia,Yemeni,1,56,2014-11-01,2014 Q3,2014-2015
01,2015,Dyslipidemia,Yemeni,7,63,2015-01-01,2015 Q1,2014-2015
03,2015,Dyslipidemia,Yemeni,1,64,2015-03-01,2015 Q1,2014-2015
04,2015,Dyslipidemia,Yemeni,2,66,2015-04-01,2015 Q1,2014-2015
05,2015,Dyslipidemia,Yemeni,4,70,2015-05-01,2015 Q2,2014-2015
06,2015,Dyslipidemia,Yemeni,6,76,2015-06-01,2015 Q2,2014-2015
07,2015,Dyslipidemia,Yemeni,2,78,2015-07-01,2015 Q2,2014-2015
08,2015,Dyslipidemia,Yemeni,3,81,2015-08-01,2015 Q2,2014-2015
09,2015,Dyslipidemia,Yemeni,2,83,2015-09-01,2015 Q3,2014-2015
10,2015,Dyslipidemia,Yemeni,4,87,2015-10-01,2015 Q3,2014-2015
11,2015,Dyslipidemia,Yemeni,4,91,2015-11-01,2015 Q3,2014-2015
12,2015,Dyslipidemia,Yemeni,2,93,2015-12-01,2015 Q3,2014-2015
01,2016,Dyslipidemia,Yemeni,2,95,2016-01-01,2016 Q1,2016-2017
02,2016,Dyslipidemia,Yemeni,1,96,2016-02-01,2016 Q1,2016-2017
03,2016,Dyslipidemia,Yemeni,1,97,2016-03-01,2016 Q1,2016-2017
09,2016,Dyslipidemia,Yemeni,1,98,2016-09-01,2016 Q3,2016-2017
11,2016,Dyslipidemia,Yemeni,1,99,2016-11-01,2016 Q3,2016-2017
12,2016,Dyslipidemia,Yemeni,2,101,2016-12-01,2016 Q3,2016-2017
01,2017,Dyslipidemia,Yemeni,1,102,2017-01-01,2017 Q1,2016-2017
02,2017,Dyslipidemia,Yemeni,1,103,2017-02-01,2017 Q1,2016-2017
03,2017,Dyslipidemia,Yemeni,2,105,2017-03-01,2017 Q1,2016-2017
04,2017,Dyslipidemia,Yemeni,1,106,2017-04-01,2017 Q1,2016-2017
06,2017,Dyslipidemia,Yemeni,1,107,2017-06-01,2017 Q2,2016-2017
07,2017,Dyslipidemia,Yemeni,2,109,2017-07-01,2017 Q2,2016-2017
08,2017,Dyslipidemia,Yemeni,3,112,2017-08-01,2017 Q2,2016-2017
09,2017,Dyslipidemia,Yemeni,1,113,2017-09-01,2017 Q3,2016-2017
11,2017,Dyslipidemia,Yemeni,1,114,2017-11-01,2017 Q3,2016-2017
12,2017,Dyslipidemia,Yemeni,1,115,2017-12-01,2017 Q3,2016-2017
01,2018,Dyslipidemia,Yemeni,5,120,2018-01-01,2018 Q1,2018-2019
02,2018,Dyslipidemia,Yemeni,4,124,2018-02-01,2018 Q1,2018-2019
03,2018,Dyslipidemia,Yemeni,8,132,2018-03-01,2018 Q1,2018-2019
04,2018,Dyslipidemia,Yemeni,7,139,2018-04-01,2018 Q1,2018-2019
05,2018,Dyslipidemia,Yemeni,3,142,2018-05-01,2018 Q2,2018-2019
06,2018,Dyslipidemia,Yemeni,8,150,2018-06-01,2018 Q2,2018-2019
07,2018,Dyslipidemia,Yemeni,13,163,2018-07-01,2018 Q2,2018-2019
08,2018,Dyslipidemia,Yemeni,4,167,2018-08-01,2018 Q2,2018-2019
09,2018,Dyslipidemia,Yemeni,9,176,2018-09-01,2018 Q3,2018-2019
10,2018,Dyslipidemia,Yemeni,7,183,2018-10-01,2018 Q3,2018-2019
11,2018,Dyslipidemia,Yemeni,5,188,2018-11-01,2018 Q3,2018-2019
12,2018,Dyslipidemia,Yemeni,5,193,2018-12-01,2018 Q3,2018-2019
01,2019,Dyslipidemia,Yemeni,2,195,2019-01-01,2019 Q1,2018-2019
04,2019,Dyslipidemia,Yemeni,1,196,2019-04-01,2019 Q1,2018-2019
06,2019,Dyslipidemia,Yemeni,1,197,2019-06-01,2019 Q2,2018-2019
07,2019,Dyslipidemia,Yemeni,3,200,2019-07-01,2019 Q2,2018-2019
08,2019,Dyslipidemia,Yemeni,4,204,2019-08-01,2019 Q2,2018-2019
10,2019,Dyslipidemia,Yemeni,2,206,2019-10-01,2019 Q3,2018-2019
12,2019,Dyslipidemia,Yemeni,2,208,2019-12-01,2019 Q3,2018-2019
02,2020,Dyslipidemia,Yemeni,2,210,2020-02-01,2020 Q1,2020-2021
04,2020,Dyslipidemia,Yemeni,1,211,2020-04-01,2020 Q1,2020-2021
08,2020,Dyslipidemia,Yemeni,1,212,2020-08-01,2020 Q2,2020-2021
01,2009,Heart disease,Yemeni,5,5,2009-01-01,2009 Q1,2008-2009
02,2009,Heart disease,Yemeni,6,11,2009-02-01,2009 Q1,2008-2009
03,2009,Heart disease,Yemeni,1,12,2009-03-01,2009 Q1,2008-2009
04,2009,Heart disease,Yemeni,5,17,2009-04-01,2009 Q1,2008-2009
05,2009,Heart disease,Yemeni,4,21,2009-05-01,2009 Q2,2008-2009
